suz_word	npi_word	frequency
ठीक	निर्दोष	1
मप्रोंइथु	अन्तिमसम्म	1
रिम्‍शा	सुदृढ	1
गेब	राख्‍नुहुनेछ	1
खाप्‍ब	सङ्गतिमा	1
खाप्‍ब	बोलाउनुभयो	1
गेनन्‍नी	फाटो	1
दुम्‍शा	उद्देश्यका	1
मप्रोनीन	एकजुट	1
मप्रोनीन	होओ	1
बाक्‍नीम	गुटबन्दी	1
ख्‍लोए	क्लोएका	1
तुइक्‍पाइक्‍तीमी	बताएका	1
जिशो	भनाइको	1
जिशो	अर्थ	1
केफास	केफासको	1
देंतीनी	भन्छौ	1
बाक्‍नीमी	बाँडिनुभएको	1
केप्‍शा	टाँगिए	1
गायस	गायसबाहेक	1
मग्रुंइदुमी	दिइनँ	1
वा	सक्दैन	1
ब्‍वाक्‍कुम	परिवारलाई	1
ग्रुंइताक्‍ङमी	दिएँ	1
लाक्‍शा	बढी	1
ग्रुंइदुमी	दिएको	1
मग्रुंइदुमी	सम्झना	1
बेक्‍शो	क्रुस	1
सक्ति	शक्‍तिहीन	1
क्‍याम्‍सीशा	नबनाइयोस्	1
चुइश्‍शो	वचनहरूद्वारा	1
पाता	पठाउनुभएन	1
नेंशा	मरिरहेकाहरूका	1
यावे	बचाइरहनुभएका	1
क्‍याम्‍शा	बुद्धिमान्‌हरूको	1
तुइश्‍शो	चतुरहरूको	1
साम्‍शा	समझलाई	1
साम्‍शा	बेकम्मा	1
गेनुङमी	तुल्याउनेछु	1
पढेस	शिक्षित	1
मुलाक्‍त	तर्क	1
फश	ज्ञानलाई	1
लोव़	मूर्खतामा	1
मसेला	परिणत	1
मतुइक्‍पांइसे	चिनेन	1
यावेम	ज्ञानले	1
मूर्ख	चिन्‍न	1
नेंपाइक्‍ब	नसकेको	1
ब्रोंइचा	प्रचारको	1
गेब	मूर्खताद्वारा	1
पाप	लाग्यो	1
दाक्‍नीम	माग्छन्	1
क्‍याम्‍चा	हामीचाहिँ	1
साइक्‍चा	क्रुसमा	1
पुंइसाक्‍व	मर्नुभएका	1
नेंपाइक्‍कानु	ग्रिकहरूका	1
पाइक्‍ब	मूर्खता	1
ग्रीकपुकीमी	ग्रिक	1
ग्रीकपुकीमी	बोलाउनुभएको	1
सक्ति	दुर्बलता	1
योव़ङा	बोलावटलाई	1
पढेशो	स्तरको	1
जोक्‍शो	मापमा	1
तुइश्‍शो	बुद्धिमान्	1
?	थिएनौ	1
मननी	थिएनौ	1
ठेयब	तिमीहरूमध्ये	1
मबाक्‍नी	जन्म	1
मिम्‍तीन	थिएन	1
जोक्‍ब	बुद्धिमान्‌हरूलाई	1
मजोक्‍ब	संसारका	1
अधिकार	संसारमा	1
कली	बलियालाई	1
अधिकार	दुर्बल	1
आन	ठहरिएको	1
योव़तु	छान्‍नुभयो	1
मुने	ठहरिऊन्	1
पाप्‍तु	छान्‍नुभयो	1
दुम्‍ने	नगरोस्	1
मचाप्‍नीम	गर्नुभयो	1
नेंमी	आउनुभएका	1
ब्रोंइचा	बुद्धि	1
प्रोंइतीके	बन्‍नुभयो	1
सेल्‍य	गरोस्	1
आ	सत्यताहरूको	1
बाक्‍ङानु	कुशल	1
तुइक्‍तीक	वक्‍ता	1
चुइश्‍शो	साथमा	1
मशेंदन्‍नी	आइनँ	1
केप्‍शा	टाँगिनुभएका	1
थोक्‍शा	नजान्‍ने	1
शेंदन्‍नीनु	कमजोरी	1
शेंताक्‍न्‍नी	तिमीहरूसित	1
तुइक्‍तीक	आकर्षक	1
मपङ	थिएनन्	1
शेंताक्‍न्‍नी	प्रदर्शनमा	1
जोक्‍तीक	बुद्धिमा	1
तुइक्‍तीक	परिपक्‍वहरूका	1
जोक्‍तीक	बुद्धिका	1
सासन	युगका	1
पाइब	शासकहरूको	1
तुइक्‍तीक	बितेर	1
जोक्‍तीक	लुकाइएका	1
तुइक्‍तीक	सत्यतामा	1
ख्रुइश्‍शा	अगिबाटै	1
ङा	युगका	1
मुरपुकीमी	ज्ञानलाई	1
मरुबेम	जानेनन्	1
रुप्‍तेक्‍म	बुझेका	1
मनेंशो	नसुनेका	1
मुर	मनले	1
थुंमी	विचारै	1
गेम्‍तीमी	पार्नुभएको	1
थुंमी	आत्माबाहेक	1
तुइक्‍नीमी	विचारहरू	1
लाक्‍शा	आत्माबाहेक	1
तुइक्‍ब	बुझ्दैन	1
बाक्‍नय	छैनौँ	1
गेशो	सित्तैँमा	1
जोक्‍तीक	नसक्‍ने	1
लोव़म	वचनहरूमा	1
मशेंनीकी	बोल्छौँ	1
शेंनीकी	सिकाउनुहुन्छ	1
ब्री‍शो	वचनहरूलाई	1
ब्री‍शो	बुद्धिले	1
शेंशा	प्रकाश	1
रुप्‍पाइक्‍नीकी	पार्नुहुन्छ	1
थमा	आत्माका	1
थमा	अनात्मिक	1
मुरुम	गर्दैन	1
मताइनीम	मूर्खता	1
मूर्ख	जाँच्‍न	1
गेय	सकिन्छ	1
नाक्‍ब	ऊचाहिँ	1
सुइ	अरूद्वारा	1
मबाक्‍नीम	जाँचिदैन	1
ब्रेक्‍शो	किनाकि	1
नाक्‍ने	जान्दछ	1
शेंने	अर्ती	1
ब्रीशो	मानिसहरूसित	1
मचबु	सकिनँ	1
सुइक्‍तीकेमी	बालकहरूसित	1
बाक्‍नीनी	बोलेँ	1
मगेथु	खुवाएँ	1
तुंइना	खानको	1
तुंइन	थिएनौ	1
जीनीनी	डाह	1
जीनीनी	सांसारिक	1
रुश	तवरले	1
पाइनीनी	जिइरहेका	1
मदुम्‍नी	मापदण्डअनुसार	1
आपोल्‍लोस	अपोल्लोसलाई	1
खोदेंशो	तरिकाले	1
मदुम्‍नी	हुँदैनौ	1
योव़शो	कामहरूअनुसार	1
नस्‍कु	माध्यमद्वारा	1
ख्रुम्‍ता	रोपेँ	1
आपोल्‍लोसमी	अपोल्लोसले	1
लुक्‍ताक्‍व	हाले	1
कोल्‍पाइक्‍तु	बढाउनुभयो	1
बारपाइक्‍ब	बढाउनुहुन्छ	1
कांइचीक	एकै	1
पका	परिश्रमअनुसार	1
रू	सहकर्मी	1
रूमी	बगैँचा	1
सेल्‍ब	भवनहरू	1
सेल्‍ती	अनुग्रहअनुसार	1
रिम्‍शो	कारिगरको	1
दारशो	क्षमतालाई	1
दोशा	बसालेँ	1
बोल्‍यो	अर्कोले	1
अरुमी	सावधान	1
पामेक्‍ल	रहनुपर्छ	1
मबाक्‍ब	बसालिएको	1
वोइक्‍ने	बसाल्न	1
जग	जगमाथि	1
नल	परालको	1
ख्रीस्‍तम	काम	1
सेल्‍तेक्‍म	उज्यालोले	1
